CMPD_CHEMBLID	CYP3A4	hERG_pIC50
CHEMBL3775350	*	5.2
CHEMBL3774569	*	5.6
CHEMBL1495886	5.35	*
CHEMBL439727	4.5	*
CHEMBL26678	6.59	*
CHEMBL289469	*	5.42
CHEMBL1601440	4.4	*
CHEMBL1492541	5.35	*
CHEMBL1379319	4.55	*
CHEMBL282365	4.71	*
CHEMBL1950490	*	4.75
CHEMBL418382	4.7	*
CHEMBL27415	5.03	*
CHEMBL28629	4.68	*
CHEMBL281326	4.73	*
CHEMBL430724	4.75	*
CHEMBL1289395	4.92	*
CHEMBL1082330	*	7.4
CHEMBL281496	4.47	*
CHEMBL25903	5.91	*
CHEMBL1299899	6.7	*
CHEMBL3212090	4.65	*
CHEMBL2003798	5.4	*
CHEMBL1808424	4.83	*
CHEMBL1356713	4.4	*
CHEMBL239800	4.8	*
CHEMBL779	*	4
CHEMBL1671905	*	4
CHEMBL3771105	4.55	*
CHEMBL1214731	*	4.72
CHEMBL3702741	5.54	*
CHEMBL3702728	5.22	*
CHEMBL3702726	4.74	*
CHEMBL3702723	5.68	*
CHEMBL3702718	5.12	*
CHEMBL3702714	4.97	*
CHEMBL3702699	4.95	*
CHEMBL3702703	5.09	*
CHEMBL3702696	5.03	*
CHEMBL3702695	4.95	*
CHEMBL3702704	5.26	*
CHEMBL3702705	5.22	*
CHEMBL3702693	5.17	*
CHEMBL3702708	5.18	*
CHEMBL3702711	5.66	*
CHEMBL3702712	4.92	*
CHEMBL3702689	5.41	*
CHEMBL3640016	5.13	*
CHEMBL3702769	5.53	*
CHEMBL3702811	5.31	*
CHEMBL3702805	5.48	*
CHEMBL3702802	5.4	*
CHEMBL3702806	5.63	*
CHEMBL3702790	5.16	*
CHEMBL3702816	5.34	*
CHEMBL3699315	4.83	*
CHEMBL3702799	5.38	*
CHEMBL3702800	5.16	*
CHEMBL3702808	4.63	*
CHEMBL3702801	4.76	*
CHEMBL3702796	5.22	*
CHEMBL3702792	5.56	*
CHEMBL3702789	4.68	*
CHEMBL3702779	5.62	*
CHEMBL3702778	5.59	*
CHEMBL3702788	5.59	*
CHEMBL3702786	5.24	*
CHEMBL3702784	5.6	*
CHEMBL3702785	5.64	*
CHEMBL3702772	4.72	*
CHEMBL3702787	5.12	*
CHEMBL3702819	5.58	*
CHEMBL3702766	5.16	*
CHEMBL3702763	5.25	*
CHEMBL3702764	5.01	*
CHEMBL3702750	5.96	*
CHEMBL3702732	4.79	*
CHEMBL3702746	5.07	*
CHEMBL3702735	4.79	*
CHEMBL3702758	4.76	*
CHEMBL3702759	5.32	*
CHEMBL3702761	5.62	*
CHEMBL3702706	5.61	*
CHEMBL3702760	4.65	*
CHEMBL3702762	5.17	*
CHEMBL1480192	6.3	*
CHEMBL2059802	7	*
CHEMBL1830042	*	4.92
CHEMBL102714	5.7	*
CHEMBL1591531	5.2	*
CHEMBL1441843	4.7	*
CHEMBL1593707	5.1	*
CHEMBL1371458	5.1	*
CHEMBL1314906	4.9	*
CHEMBL1434022	4.8	*
CHEMBL1397454	4.8	*
CHEMBL1395137	4.9	*
CHEMBL1404884	5.1	*
CHEMBL1531056	4.6	*
CHEMBL1533197	5.1	*
CHEMBL1524650	5	*
CHEMBL1398013	5.1	*
CHEMBL1315109	5.1	*
CHEMBL1553741	4.9	*
CHEMBL478871	4.89	*
CHEMBL3702821	5.03	*
CHEMBL3699318	5.75	*
CHEMBL3699326	5.62	*
CHEMBL3699323	4.8	*
CHEMBL3699324	5.09	*
CHEMBL3699327	4.76	*
CHEMBL3699325	5.12	*
CHEMBL3699334	5.47	*
CHEMBL3702822	5	*
CHEMBL3702686	5.19	*
CHEMBL3702818	5.19	*
CHEMBL3702672	5.66	*
CHEMBL3702681	4.99	*
CHEMBL3702678	5.11	*
CHEMBL3702680	5.34	*
CHEMBL3702679	5.07	*
CHEMBL3702685	5.66	*
CHEMBL3702684	4.69	*
CHEMBL3702676	4.98	*
CHEMBL3702682	5.16	*
CHEMBL2171124	4.89	*
CHEMBL2441342	5.04	*
CHEMBL3699322	5.67	*
CHEMBL1539897	5.4	*
CHEMBL1391059	5.65	*
CHEMBL1351231	5.35	*
CHEMBL2420704	*	4.59
CHEMBL2420703	*	4.59
CHEMBL3702825	5.68	*
CHEMBL1409802	4.85	*
CHEMBL89750	4.51	*
CHEMBL87071	4.82	*
CHEMBL405981	5.22	*
CHEMBL314768	5	*
CHEMBL276856	4.72	*
CHEMBL1214946	*	4.52
CHEMBL2204931	*	5.66
CHEMBL3323082	*	4.71
CHEMBL3323086	*	4.02
CHEMBL3323080	*	5.06
CHEMBL3323084	*	4.92
CHEMBL3582323	*	5.43
CHEMBL3582322	*	5.92
CHEMBL3582330	*	4.45
CHEMBL3422246	*	4.86
CHEMBL3422238	*	5.31
CHEMBL2204942	*	6.52
CHEMBL2204939	*	5.58
CHEMBL3319533	4.57	*
CHEMBL470156	*	4.72
CHEMBL1835035	*	6.21
CHEMBL1835142	*	5.47
CHEMBL1835141	*	5.77
CHEMBL1970317	5.1	*
CHEMBL2323775	4.94	*
CHEMBL1802602	*	5
CHEMBL1802906	*	5.37
CHEMBL3775036	*	6.8
CHEMBL2347416	*	6.53
CHEMBL1526242	4.9	*
CHEMBL2178804	5.24	*
CHEMBL1333970	4.6	*
CHEMBL1571758	4.9	*
CHEMBL1373567	4.6	*
CHEMBL1359391	4.6	*
CHEMBL1441237	5.1	*
CHEMBL1553262	4.5	*
CHEMBL1593438	4.7	*
CHEMBL1358456	4.9	*
CHEMBL1591548	5.1	*
CHEMBL1394278	4.9	*
CHEMBL3325537	6.85	*
CHEMBL558664	*	6.11
CHEMBL1367485	4.4	*
CHEMBL563341	*	6.11
CHEMBL2321996	*	5
CHEMBL2326684	*	4.59
CHEMBL2321995	*	5.12
CHEMBL2326689	*	4.82
CHEMBL2179674	*	5
CHEMBL2179672	*	8
CHEMBL436279	4.9	*
CHEMBL1837037	*	4.75
CHEMBL270853	*	4.5
CHEMBL3092629	*	5.14
CHEMBL2092889	*	4.54
CHEMBL362721	*	7.05
CHEMBL1788206	*	4.42
CHEMBL313737	5.3	*
CHEMBL3702725	5.35	*
CHEMBL1950171	*	5.96
CHEMBL496065	*	5.59
CHEMBL497048	*	5.36
CHEMBL312121	5.3	*
CHEMBL516	*	4.77
CHEMBL534	5.8	*
CHEMBL1523827	5	*
CHEMBL1337524	4.75	*
CHEMBL272679	*	5.38
CHEMBL1371156	4.5	*
CHEMBL461198	4.85	*
CHEMBL461422	4.4	*
CHEMBL3321972	*	5.37
CHEMBL2062809	4.62	*
CHEMBL2397415	4.62	*
CHEMBL3702722	5.07	*
CHEMBL1416586	5.4	*
CHEMBL3702687	5.54	*
CHEMBL450660	*	5.99
CHEMBL2448709	4.35	*
CHEMBL193544	*	5.3
CHEMBL223999	*	5.68
CHEMBL3358114	*	6.22
CHEMBL206145	6.16	*
CHEMBL1952329	*	6.01
CHEMBL1952141	*	5.5
CHEMBL3355541	*	5.72
CHEMBL2333636	*	4.75
CHEMBL2333641	*	4.64
CHEMBL2333643	*	5.22
CHEMBL2333640	*	4.6
CHEMBL2333644	*	4.37
CHEMBL2333631	*	4.48
CHEMBL2333608	*	5.37
CHEMBL2333609	*	4.92
CHEMBL2333607	*	5.05
CHEMBL2333612	*	4.77
CHEMBL2333613	*	5.51
CHEMBL2333637	*	4.89
CHEMBL2333614	*	5.04
CHEMBL2333615	*	5.05
CHEMBL2333604	*	5.05
CHEMBL2333611	*	4.77
CHEMBL2333610	*	4.92
CHEMBL2333626	*	5.06
CHEMBL2333627	*	5.08
CHEMBL2333629	*	5.11
CHEMBL2333625	*	4.92
CHEMBL2333624	*	5.13
CHEMBL2333630	*	4.54
CHEMBL2333616	*	4.92
CHEMBL2333646	*	4.89
CHEMBL3219117	*	4.46
CHEMBL3219119	*	4.55
CHEMBL1094549	*	5.19
CHEMBL1358380	5.5	*
CHEMBL1626	5	6.4
CHEMBL1767136	*	6.7
CHEMBL2146484	*	5.6
CHEMBL2146804	*	5.9
CHEMBL2146805	*	5.6
CHEMBL2146809	*	6.8
CHEMBL2146812	*	5.9
CHEMBL1095819	*	5.41
CHEMBL1095200	*	4.99
CHEMBL1956112	*	5.33
CHEMBL1272207	7.52	*
CHEMBL3774871	5.15	*
CHEMBL281350	4.5	*
CHEMBL1290264	4.17	*
CHEMBL1289396	4.62	*
CHEMBL1416789	5.6	*
CHEMBL567292	4.62	*
CHEMBL459176	*	5.16
CHEMBL63321	5	*
CHEMBL1456087	4.9	*
CHEMBL85194	5	*
CHEMBL518591	4.15	*
CHEMBL297784	4.9	*
CHEMBL1321655	5.9	*
CHEMBL1437488	6.1	*
CHEMBL453019	4.6	*
CHEMBL1444722	5.9	*
CHEMBL231430	4.24	*
CHEMBL416288	4.7	*
CHEMBL53	5.3	*
CHEMBL70099	*	5.62
CHEMBL1525179	5.8	*
CHEMBL441618	5	*
CHEMBL3702724	5.61	*
CHEMBL3702814	5.12	*
CHEMBL498100	*	6.75
CHEMBL525368	*	5.31
CHEMBL43819	*	5.02
CHEMBL1098125	*	6.2
CHEMBL1094510	*	5.23
CHEMBL639	*	7
CHEMBL2036748	*	5.8
CHEMBL3696118	*	6.01
CHEMBL1997220	5.05	*
CHEMBL1473338	4.6	*
CHEMBL1530091	4.8	*
CHEMBL1515295	4.9	*
CHEMBL1436195	5.1	*
CHEMBL1436661	5	*
CHEMBL1396080	4.9	*
CHEMBL1496350	6	*
CHEMBL1316348	4.8	*
CHEMBL1321338	4.8	*
CHEMBL1433883	4.9	*
CHEMBL1590992	5.3	*
CHEMBL1603595	4.8	*
CHEMBL1442997	4.8	*
CHEMBL1440617	4.8	*
CHEMBL1394596	4.9	*
CHEMBL1444367	4.8	*
CHEMBL1589897	5.6	*
CHEMBL1373160	4.9	*
CHEMBL1318278	4.6	*
CHEMBL1474816	5	*
CHEMBL1316745	4.5	*
CHEMBL1606796	5.2	*
CHEMBL1532555	4.9	*
CHEMBL1355262	5	*
CHEMBL1474875	4.8	*
CHEMBL1396010	4.7	*
CHEMBL1434643	5.1	*
CHEMBL1434156	4.8	*
CHEMBL1613233	4.5	*
CHEMBL1554465	5.4	*
CHEMBL1337479	4.9	*
CHEMBL1369650	4.8	*
CHEMBL1437133	4.8	*
CHEMBL1437906	4.9	*
CHEMBL1316389	4.7	*
CHEMBL1734782	4.6	*
CHEMBL3699567	*	6.59
CHEMBL1434330	5	*
CHEMBL550455	*	5.62
CHEMBL1606193	4.85	*
CHEMBL1642491	*	8.03
CHEMBL1356690	4.6	*
CHEMBL1315141	4.6	*
CHEMBL250877	*	5.28
CHEMBL2326691	*	5
CHEMBL43697	*	5.16
CHEMBL1088	*	6.26
CHEMBL1642490	*	8.24
CHEMBL409419	*	6.55
CHEMBL1592597	5.1	*
CHEMBL3702707	5.44	*
CHEMBL3702817	4.95	*
CHEMBL1599768	4.6	*
CHEMBL3321850	6.57	*
CHEMBL3321846	6.59	*
CHEMBL3321845	6.6	*
CHEMBL558532	*	5.33
CHEMBL2036784	*	4.89
CHEMBL3425929	*	4.51
CHEMBL253978	5.9	*
CHEMBL1374524	5.4	*
CHEMBL271202	4.89	*
CHEMBL270467	*	6.02
CHEMBL64875	4.7	*
CHEMBL1911823	4.92	*
CHEMBL1911819	5.2	*
CHEMBL1911818	5.48	*
CHEMBL1911817	4.87	*
CHEMBL1911822	4.96	*
CHEMBL1911821	5.7	*
CHEMBL2163829	5	*
CHEMBL2163834	6.32	*
CHEMBL2163833	6.12	*
CHEMBL2163832	5.99	*
CHEMBL2163831	5.87	*
CHEMBL2163830	5.66	*
CHEMBL2181296	*	4.79
CHEMBL2181490	*	5.09
CHEMBL3702683	5.19	*
CHEMBL390735	*	5.76
CHEMBL3702690	4.91	*
CHEMBL105592	7.1	*
CHEMBL1712760	4.9	*
CHEMBL454515	7.4	*
CHEMBL90882	4.5	*
CHEMBL42	4.5	4.77
CHEMBL715	*	4
CHEMBL100454	*	4.94
CHEMBL1201155	4.6	*
CHEMBL1609726	4.8	*
CHEMBL1097358	5.46	*
CHEMBL2333628	*	4.8
CHEMBL3321968	*	5.14
CHEMBL3234578	6.1	*
CHEMBL3234577	5.52	*
CHEMBL3234576	6.16	*
CHEMBL3234571	5	*
CHEMBL3234575	5.66	*
CHEMBL3234574	6.4	*
CHEMBL3234565	5.7	*
CHEMBL3321980	*	5.06
CHEMBL2407899	6.1	*
CHEMBL3408940	5.54	*
CHEMBL3702768	5.02	*
CHEMBL2069846	6	*
CHEMBL3702720	5.22	*
CHEMBL1651456	*	5.64
CHEMBL1236904	*	5.52
CHEMBL1449669	5	*
CHEMBL3699320	5.15	*
CHEMBL3702793	5.12	*
CHEMBL3787662	*	6
CHEMBL224547	*	5.76
CHEMBL452823	*	5.67
CHEMBL499961	*	5.33
CHEMBL443620	*	5.04
CHEMBL508098	*	5.08
CHEMBL3289806	4.85	4.91
CHEMBL3321871	*	5.46
CHEMBL3321873	*	4.9
CHEMBL2203775	*	5.02
CHEMBL486162	*	6.27
CHEMBL2062804	4.96	*
CHEMBL392586	*	5.89
CHEMBL2069400	*	5.1
CHEMBL2069401	*	5.1
CHEMBL2069402	*	4.9
CHEMBL2069404	*	5
CHEMBL2069403	*	5.1
CHEMBL451331	8.62	*
CHEMBL3702807	5.2	*
CHEMBL1495773	4.6	*
CHEMBL1535796	5.2	*
CHEMBL1396611	4.9	*
CHEMBL1594008	5.5	*
CHEMBL3702812	5.39	*
CHEMBL1642419	5.34	*
CHEMBL1642413	5.32	*
CHEMBL3221126	*	4.12
CHEMBL1766528	*	7.31
CHEMBL3221111	*	6.76
CHEMBL3221113	*	4.03
CHEMBL3221125	*	6.97
CHEMBL565612	5.54	*
CHEMBL3234566	5.12	*
CHEMBL1388707	4.8	*
CHEMBL1567472	5.3	*
CHEMBL1573058	4.8	*
CHEMBL1515985	4.6	*
CHEMBL1473752	4.7	*
CHEMBL1444856	4.7	*
CHEMBL1558834	4.6	*
CHEMBL1437056	4.7	*
CHEMBL1086579	*	5.52
CHEMBL1086582	*	5.64
CHEMBL27403	4.6	*
CHEMBL507204	*	5.01
CHEMBL445212	*	5.22
CHEMBL1593926	4.9	*
CHEMBL1443425	4.6	*
CHEMBL1363873	5	*
CHEMBL1433725	4.6	*
CHEMBL1455767	4.4	*
CHEMBL1356134	5.2	*
CHEMBL1513665	4.7	*
CHEMBL1355970	4.6	*
CHEMBL1591544	4.5	*
CHEMBL1610003	4.6	*
CHEMBL1397877	4.8	*
CHEMBL1512222	4.7	*
CHEMBL1553179	5.3	*
CHEMBL1475589	4.6	*
CHEMBL1439673	4.9	*
CHEMBL1335967	5	*
CHEMBL1590886	5	*
CHEMBL1326152	4.8	*
CHEMBL1591487	4.5	*
CHEMBL1325335	4.6	*
CHEMBL1473793	4.6	*
CHEMBL1354678	4.6	*
CHEMBL1590242	4.7	*
CHEMBL1435899	4.8	*
CHEMBL1511972	4.4	*
CHEMBL1513134	4.7	*
CHEMBL1597209	4.6	*
CHEMBL1397257	4.8	*
CHEMBL1514458	4.7	*
CHEMBL1396142	4.8	*
CHEMBL1520681	5.3	*
CHEMBL1319286	4.9	*
CHEMBL1356771	5	*
CHEMBL1592517	4.8	*
CHEMBL1327708	4.6	*
CHEMBL1477964	4.8	*
CHEMBL498411	*	6.46
CHEMBL496555	*	6.2
CHEMBL1558184	4.6	*
CHEMBL1403793	5.1	*
CHEMBL1354600	4.6	*
CHEMBL1561888	4.9	*
CHEMBL1355307	5.4	*
CHEMBL1318293	4.8	*
CHEMBL1395415	4.9	*
CHEMBL1396109	5.3	*
CHEMBL1596499	4.8	*
CHEMBL1316709	4.8	*
CHEMBL1324530	4.9	*
CHEMBL1396693	5.8	*
CHEMBL1486915	5.4	*
CHEMBL1396561	5.8	*
CHEMBL1355242	4.9	*
CHEMBL1594704	5.1	*
CHEMBL3699336	5.6	*
CHEMBL1559342	4.85	*
CHEMBL1527926	6.1	*
CHEMBL1462156	6.05	*
CHEMBL480844	*	7.43
CHEMBL1272097	8.85	*
CHEMBL941	4.85	*
CHEMBL2436978	4.79	4.68
CHEMBL223998	*	5.32
CHEMBL225090	*	6.35
CHEMBL225311	*	5.13
CHEMBL225336	*	5.1
CHEMBL224968	*	5.56
CHEMBL426009	*	5.76
CHEMBL376779	*	5.31
CHEMBL224497	*	5.6
CHEMBL387929	*	5.45
CHEMBL225240	*	5.59
CHEMBL225319	*	5.59
CHEMBL225334	*	4.28
CHEMBL225318	*	6.1
CHEMBL223219	*	5.47
CHEMBL214808	*	4.66
CHEMBL3321963	*	4.67
CHEMBL2207388	4.52	*
CHEMBL2207386	4.44	*
CHEMBL1569213	5.4	*
CHEMBL3288854	*	4.73
CHEMBL2403820	5.71	*
CHEMBL251142	*	5.02
CHEMBL390353	*	5.23
CHEMBL1269848	*	6
CHEMBL123558	*	5.85
CHEMBL205285	*	7.28
CHEMBL209964	*	6.16
CHEMBL327705	5	*
CHEMBL422	4.8	5.21
CHEMBL728	4.8	5.73
CHEMBL1201154	4.6	*
CHEMBL175845	*	6.54
CHEMBL1522877	5.05	*
CHEMBL3702751	5.6	*
CHEMBL1507850	4.65	*
CHEMBL2022501	*	4.2
CHEMBL571221	*	5.4
CHEMBL3702748	4.94	*
CHEMBL2170231	*	5.13
CHEMBL2036783	*	4.7
CHEMBL387611	4.46	*
CHEMBL65219	*	6.22
CHEMBL1289726	*	5.48
CHEMBL1329927	4.9	*
CHEMBL2204255	*	4.82
CHEMBL2170617	4.59	*
CHEMBL2003072	4.85	*
CHEMBL1382247	4.85	*
CHEMBL560750	*	6.28
CHEMBL563220	*	6.34
CHEMBL560289	*	4.84
CHEMBL607982	5.09	*
CHEMBL596699	*	5.36
CHEMBL563761	*	4.18
CHEMBL605744	*	5.42
CHEMBL597033	*	6.75
CHEMBL597032	5.06	5.34
CHEMBL596700	*	4.88
CHEMBL472252	*	5.01
CHEMBL1542	5.4	*
CHEMBL2158294	5.64	*
CHEMBL230761	4.82	*
CHEMBL48278	4.6	*
CHEMBL280074	4.8	*
CHEMBL3115253	6.52	*
CHEMBL2170618	5.52	*
CHEMBL1607206	4.6	*
CHEMBL1481588	5.5	*
CHEMBL1412723	5.25	*
CHEMBL3208062	4.55	*
CHEMBL1581408	4.8	*
CHEMBL1576264	5.25	*
CHEMBL1466109	5.2	*
CHEMBL1533882	4.6	*
CHEMBL1702472	4.5	*
CHEMBL1525963	5.1	*
CHEMBL1498495	4.65	*
CHEMBL1509960	5.6	*
CHEMBL1330929	5	*
CHEMBL1391308	4.85	*
CHEMBL3291345	4.65	*
CHEMBL3291357	5.32	*
CHEMBL1500523	5.3	*
CHEMBL1338571	5.85	*
CHEMBL3582333	*	4.67
CHEMBL3582334	*	4.59
CHEMBL3260740	5.18	*
CHEMBL3260741	5.17	*
CHEMBL1970734	5.15	*
CHEMBL1391756	4.9	*
CHEMBL1567447	5.2	*
CHEMBL1706244	4.6	*
CHEMBL1741927	5.1	*
CHEMBL1428519	5.05	*
CHEMBL1537075	5.8	*
CHEMBL3786768	*	5.13
CHEMBL1834638	*	4.62
CHEMBL1834642	*	4.5
CHEMBL1834641	*	4.6
CHEMBL1834635	*	6.08
CHEMBL1834639	*	5.51
CHEMBL1834785	*	5
CHEMBL1834789	*	4.62
CHEMBL1834793	5.17	4.36
CHEMBL1834794	*	4.57
CHEMBL1834643	*	4.5
CHEMBL1834645	*	5.3
CHEMBL1725270	4.7	*
CHEMBL1335220	5.2	*
CHEMBL1452389	5.7	*
CHEMBL1083750	*	5.39
CHEMBL1086317	*	6.05
CHEMBL1822850	*	6.72
CHEMBL2346973	*	4.75
CHEMBL1910314	*	5.36
CHEMBL3745890	*	4.77
CHEMBL380684	*	7
CHEMBL206983	*	5.9
CHEMBL2207099	5	*
CHEMBL425819	4.82	*
CHEMBL1370510	5.5	*
CHEMBL1609002	4.9	*
CHEMBL3407784	*	4.89
CHEMBL2064645	*	4.57
CHEMBL3407783	*	4.94
CHEMBL2064657	*	4.91
CHEMBL403594	*	4.5
CHEMBL281764	5.1	*
CHEMBL1412047	4.8	*
CHEMBL1362225	4.9	*
CHEMBL1477833	5.3	*
CHEMBL1356396	4.6	*
CHEMBL1479263	5.5	*
CHEMBL1434729	4.4	*
CHEMBL1565373	4.9	*
CHEMBL1450413	4.8	*
CHEMBL1527466	5.6	*
CHEMBL1483712	5.7	*
CHEMBL1512845	4.7	*
CHEMBL1486596	5.1	*
CHEMBL1433708	5.7	*
CHEMBL1560351	4.5	*
CHEMBL1507862	4.8	*
CHEMBL3645225	5.65	*
CHEMBL180829	5.7	*
CHEMBL1328907	4.8	*
CHEMBL1333038	4.6	*
CHEMBL513921	*	5.24
CHEMBL478224	*	5.3
CHEMBL515025	*	6.15
CHEMBL478013	*	6.27
CHEMBL514042	*	6.05
CHEMBL476130	*	5.63
CHEMBL478011	*	6.38
CHEMBL478462	*	5.84
CHEMBL478012	*	6.44
CHEMBL231409	5.43	*
CHEMBL2336323	*	4.62
CHEMBL3799621	*	4.32
CHEMBL3805518	*	6
CHEMBL429711	4.4	*
CHEMBL1682899	5.44	*
CHEMBL2031881	*	5.43
CHEMBL3589894	*	4.52
CHEMBL2010834	*	5.68
CHEMBL2041178	*	5.07
CHEMBL2031883	*	4.77
CHEMBL2031868	*	4.54
CHEMBL3582294	*	4.03
CHEMBL576094	4.75	*
CHEMBL453655	*	4.92
CHEMBL455651	*	4.72
CHEMBL455428	*	4.8
CHEMBL1921975	5.11	*
CHEMBL1921980	5.16	*
CHEMBL1682893	5.44	*
CHEMBL1921978	5.5	*
CHEMBL499582	5.05	*
CHEMBL507691	5.3	*
CHEMBL1766178	5.09	*
CHEMBL2336325	*	4.32
CHEMBL3263286	*	5.51
CHEMBL182438	6.4	*
CHEMBL1951334	7.01	*
CHEMBL3805559	*	5.99
CHEMBL2152252	*	4.76
CHEMBL1241912	4	5.8
CHEMBL1601300	5.55	*
CHEMBL1723812	4.5	*
CHEMBL1079246	5	*
CHEMBL1269683	5.05	*
CHEMBL1080485	*	5.38
CHEMBL391487	*	7.25
CHEMBL3823962	*	4.92
CHEMBL1094457	5.59	*
CHEMBL1457493	4.9	*
CHEMBL2164203	*	5.8
CHEMBL2069513	*	6.62
CHEMBL1387379	4.65	*
CHEMBL1549020	4.5	*
CHEMBL3099942	*	5.34
CHEMBL3099961	*	4.88
CHEMBL1766180	5.26	*
CHEMBL1829773	6	*
CHEMBL1829781	6.22	*
CHEMBL1302204	4.8	*
CHEMBL1488236	5	*
CHEMBL1612230	5.4	*
CHEMBL590791	*	4.96
CHEMBL1684045	*	4.64
CHEMBL453631	*	5.57
CHEMBL453630	*	5.52
CHEMBL488437	*	5.17
CHEMBL444203	*	5.28
CHEMBL513629	*	5.61
CHEMBL461631	*	5.43
CHEMBL527094	*	6.11
CHEMBL487221	*	5.42
CHEMBL2023123	5.15	*
CHEMBL1083429	*	4.7
CHEMBL1083118	*	4.89
CHEMBL1083409	*	5.1
CHEMBL1642906	4.7	5.79
CHEMBL2024248	4.55	*
CHEMBL591578	5.34	*
CHEMBL679	4.5	*
CHEMBL1516080	5	*
CHEMBL1642908	*	5.7
CHEMBL1450080	4.7	*
CHEMBL508779	5.9	*
CHEMBL445969	5.8	*
CHEMBL1533099	4.85	*
CHEMBL3581141	4.94	*
CHEMBL2146881	*	6.17
CHEMBL1313321	5.3	*
CHEMBL2203841	*	4.62
CHEMBL2203848	*	4.8
CHEMBL2204589	*	5.1
CHEMBL2203847	*	5.3
CHEMBL2204587	*	6
CHEMBL2204588	*	5.22
CHEMBL2204592	*	4.92
CHEMBL2204586	*	6
CHEMBL2203842	*	4.72
CHEMBL1331060	4.8	*
CHEMBL433461	6.1	*
CHEMBL1553422	5.5	*
CHEMBL3314420	*	4.3
CHEMBL3314430	*	4.7
CHEMBL3314417	*	4.31
CHEMBL1303139	4.9	*
CHEMBL179529	5.2	*
CHEMBL1394992	5.3	*
CHEMBL508030	6	*
CHEMBL3618330	*	5.52
CHEMBL425518	*	6.7
CHEMBL1643511	*	5.11
CHEMBL482102	8.59	*
CHEMBL1395107	4.4	*
CHEMBL1407217	4.6	*
CHEMBL1553001	4.8	*
CHEMBL1555610	4.6	*
CHEMBL1496569	4.5	*
CHEMBL2376794	*	5.44
CHEMBL2376790	*	6.08
CHEMBL2376805	*	4.89
CHEMBL1532067	5.35	*
CHEMBL1606729	5.35	*
CHEMBL1443323	4.9	*
CHEMBL1355881	4.5	*
CHEMBL1414269	4.8	*
CHEMBL1436715	5.9	*
CHEMBL1551919	5	*
CHEMBL1474195	5	*
CHEMBL1512250	4.7	*
CHEMBL1599163	4.6	*
CHEMBL1563147	4.6	*
CHEMBL1515918	4.5	*
CHEMBL1473760	5.2	*
CHEMBL1559246	4.8	*
CHEMBL3120274	*	5.57
CHEMBL3120287	*	5.75
CHEMBL3120280	*	5.55
CHEMBL3120281	*	5.17
CHEMBL3120293	*	5.7
CHEMBL3120265	*	5.07
CHEMBL3617330	*	5.85
CHEMBL1595929	4.6	*
CHEMBL1577959	4.6	*
CHEMBL218628	4.66	*
CHEMBL219483	6	*
CHEMBL563597	*	4.65
CHEMBL1498995	4.55	*
CHEMBL25731	4.27	*
CHEMBL1590106	4.7	*
CHEMBL1326322	4.9	*
CHEMBL1318340	4.9	*
CHEMBL1551979	4.8	*
CHEMBL1475902	4.9	*
CHEMBL1515540	5.1	*
CHEMBL1357199	4.7	*
CHEMBL1495004	5.4	*
CHEMBL1551064	5.3	*
CHEMBL1476051	6.2	*
CHEMBL1572834	6.1	*
CHEMBL1497006	4.8	*
CHEMBL1413566	6.6	*
CHEMBL2172186	*	4.27
CHEMBL2172192	*	6.3
CHEMBL523374	*	4.89
CHEMBL495118	5.22	*
CHEMBL1547372	4.85	*
CHEMBL1340579	4.55	*
CHEMBL404401	5.68	*
CHEMBL409442	5.19	*
CHEMBL2057517	7.39	*
CHEMBL240571	5.16	*
CHEMBL412023	5.44	*
CHEMBL441136	5.19	*
CHEMBL235640	5.64	*
CHEMBL3822976	5.42	*
CHEMBL1809073	*	5.02
CHEMBL641	4.9	5.68
CHEMBL3115178	6.89	*
CHEMBL1169388	4.7	*
CHEMBL1175	6.36	5
CHEMBL1442868	5.5	*
CHEMBL1409777	4.8	*
CHEMBL593763	5.3	*
CHEMBL488435	*	5.79
CHEMBL455425	*	5.83
CHEMBL472388	*	4.98
CHEMBL451076	*	5.34
CHEMBL455426	*	5.26
CHEMBL507884	*	5.88
CHEMBL455424	*	5.32
CHEMBL401819	*	5.41
CHEMBL272493	*	5.43
CHEMBL403090	*	5.8
CHEMBL258063	*	5.66
CHEMBL404754	*	5.76
CHEMBL438889	*	5.81
CHEMBL2420702	*	4.42
CHEMBL462225	*	5.28
CHEMBL505091	*	5.51
CHEMBL462226	*	5.32
CHEMBL455675	*	5.49
CHEMBL454657	*	5.67
CHEMBL488021	*	4.7
CHEMBL488060	*	5.25
CHEMBL448461	*	5.33
CHEMBL488434	*	5.13
CHEMBL442923	*	5.08
CHEMBL258060	*	5.14
CHEMBL487188	*	5
CHEMBL3746204	*	5.24
CHEMBL451137	*	6.01
CHEMBL510435	*	5.88
CHEMBL488260	*	5.92
CHEMBL507075	*	5.29
CHEMBL1269674	4.77	*
CHEMBL475121	*	5.76
CHEMBL451330	*	5.98
CHEMBL447864	*	5.79
CHEMBL452091	*	5.75
CHEMBL488261	*	5.91
CHEMBL445754	*	5.91
CHEMBL462387	*	6.19
CHEMBL455184	*	5.52
CHEMBL453880	*	6.06
CHEMBL453879	*	5.68
CHEMBL449048	*	5.68
CHEMBL487223	*	5.52
CHEMBL500329	*	6.16
CHEMBL2336329	*	4.76
CHEMBL488912	*	5.41
CHEMBL407815	*	5.23
CHEMBL256818	*	5.36
