CMPD_CHEMBLID	CYP3A4	hERG_pIC50
CHEMBL3582320	*	5.02
CHEMBL564536	*	7.44
CHEMBL1361114	4.75	*
CHEMBL1270834	5.47	*
CHEMBL223997	*	5.75
CHEMBL3212051	4.9	*
CHEMBL1336521	6.05	*
CHEMBL1649932	*	5.22
CHEMBL1742096	4.7	*
CHEMBL1366260	4.8	*
CHEMBL1577148	4.85	*
CHEMBL1472011	4.85	*
CHEMBL1443021	4.6	*
CHEMBL1338917	5.15	*
CHEMBL1580790	5.5	*
CHEMBL1413524	4.8	*
CHEMBL252228	*	6.57
CHEMBL400235	*	6.71
CHEMBL1361455	5.85	*
CHEMBL1341328	4.85	*
CHEMBL1485223	5.1	*
CHEMBL1304606	4.8	*
CHEMBL274438	5.9	*
CHEMBL10009	5.6	*
CHEMBL1549242	7.25	*
CHEMBL3787339	5.75	4.82
CHEMBL1612976	4.9	*
CHEMBL282567	5.7	*
CHEMBL1233	4.9	*
CHEMBL448	4.5	*
CHEMBL1558413	6.1	*
CHEMBL1397882	5	*
CHEMBL3577937	*	6.44
CHEMBL1316447	5.4	*
CHEMBL1594075	5.3	*
CHEMBL1369940	5	*
CHEMBL1324334	5.1	*
CHEMBL1394731	5.1	*
CHEMBL1368892	5.4	*
CHEMBL1398066	4.9	*
CHEMBL1489493	5.5	*
CHEMBL1330272	6.1	*
CHEMBL1557564	7.1	*
CHEMBL1515698	5.5	*
CHEMBL1603446	5.2	*
CHEMBL1603781	5.3	*
CHEMBL1403626	5.5	*
CHEMBL1451315	4.8	*
CHEMBL1566936	4.8	*
CHEMBL1524944	5.1	*
CHEMBL1486399	4.7	*
CHEMBL1531299	4.9	*
CHEMBL1512817	4.9	*
CHEMBL1330587	5.6	*
CHEMBL1409261	5	*
CHEMBL1483672	5.4	*
CHEMBL1487855	5.3	*
CHEMBL1235001	5	*
CHEMBL1486638	5.7	*
CHEMBL1612675	4.9	*
CHEMBL1319432	5.7	*
CHEMBL1331288	5.6	*
CHEMBL1481361	5.8	*
CHEMBL1078231	*	4.92
CHEMBL1369085	5.2	*
CHEMBL1369062	4.6	*
CHEMBL1373151	5	*
CHEMBL1566556	4.8	*
CHEMBL1494697	4.9	*
CHEMBL1396358	5.3	*
CHEMBL1451119	5.2	*
CHEMBL1374696	4.8	*
CHEMBL1361731	4.9	*
CHEMBL1413637	5	*
CHEMBL1488931	4.9	*
CHEMBL567417	*	5.4
CHEMBL1224165	*	5.23
CHEMBL1224024	*	5.51
CHEMBL1488845	5	*
CHEMBL1451097	4.9	*
CHEMBL1368340	4.4	*
CHEMBL398773	5.3	*
CHEMBL230654	4.8	*
CHEMBL1539061	4.65	*
CHEMBL1390792	5.05	*
CHEMBL1302645	5.45	*
CHEMBL274551	5.3	*
CHEMBL1482158	4.45	*
CHEMBL1573949	4.8	*
CHEMBL515004	*	5.55
CHEMBL441282	5.6	*
CHEMBL162358	5.6	*
CHEMBL1568413	4.9	*
CHEMBL1378024	4.4	*
CHEMBL1271174	*	6.43
CHEMBL1271070	*	6.15
CHEMBL1234898	*	6.92
CHEMBL1433039	5.95	*
CHEMBL1563075	5.1	*
CHEMBL1330422	5.5	*
CHEMBL1608678	5.5	*
CHEMBL1520442	5.5	*
CHEMBL1453244	5.3	*
CHEMBL1358266	4.8	*
CHEMBL1453216	5.3	*
CHEMBL1323905	5	*
CHEMBL1329418	5.95	*
CHEMBL1587467	5.6	*
CHEMBL1392865	5.65	*
CHEMBL208528	5.1	*
CHEMBL1443898	5.55	*
CHEMBL1304993	4.9	*
CHEMBL3237557	*	5.2
CHEMBL52348	*	4.59
CHEMBL560579	5.98	*
CHEMBL1352082	4.4	*
CHEMBL1200692	4.6	*
CHEMBL1520	*	4.1
CHEMBL1673437	*	4.89
CHEMBL3237574	*	5.4
CHEMBL3237579	*	5
CHEMBL1392042	5.65	*
CHEMBL1741388	5.35	*
CHEMBL1385309	5.45	*
CHEMBL1017	4.8	*
CHEMBL192	5.3	4
CHEMBL1568009	4.85	*
CHEMBL1537183	4.9	*
CHEMBL1715711	4.9	*
CHEMBL1742369	5.05	*
CHEMBL1537799	4.8	*
CHEMBL1742026	4.9	*
CHEMBL1741657	4.8	*
CHEMBL3212717	4.8	*
CHEMBL1370	5.1	*
CHEMBL1364024	4.8	*
CHEMBL402826	*	6.2
CHEMBL3703289	*	5.27
CHEMBL3211920	6	*
CHEMBL1585273	4.4	*
CHEMBL1410367	6	*
CHEMBL1447651	4.8	*
CHEMBL1482908	5.3	*
CHEMBL1487929	5.5	*
CHEMBL1356748	5.6	*
CHEMBL1325197	5.6	*
CHEMBL1600908	5.4	*
CHEMBL1555208	5.6	*
CHEMBL3208805	5.35	*
CHEMBL1572275	4.7	*
CHEMBL1306308	5.15	*
CHEMBL1708647	5.15	*
CHEMBL1412429	4.8	*
CHEMBL1327247	6.1	*
CHEMBL3787686	5.92	4.85
CHEMBL1367470	4.7	*
CHEMBL1397552	4.9	*
CHEMBL1454368	4.4	*
CHEMBL600002	5.42	*
CHEMBL592646	6.59	*
CHEMBL3628934	6.52	*
CHEMBL3628942	6.5	*
CHEMBL3628943	6.58	*
CHEMBL1330355	6.8	*
CHEMBL1323699	4.6	*
CHEMBL1242017	4.8	*
CHEMBL1414950	4.7	*
CHEMBL1331832	4.5	*
CHEMBL1562290	4.8	*
CHEMBL1088803	*	4.44
CHEMBL3194728	4.8	*
CHEMBL549984	*	6
CHEMBL1922933	*	5.43
CHEMBL1563884	5.3	*
CHEMBL3348824	4.5	*
CHEMBL18428	4.9	*
CHEMBL471072	4.44	*
CHEMBL1603665	5.2	*
CHEMBL39878	5.3	*
CHEMBL161343	4.6	*
CHEMBL15594	4.4	*
CHEMBL267476	4.5	*
CHEMBL25948	4.11	*
CHEMBL281622	4.8	*
CHEMBL1390245	4.75	*
CHEMBL1583076	5.15	*
CHEMBL1417125	6	*
CHEMBL1413137	6.9	*
CHEMBL1544694	4.9	*
CHEMBL2069499	*	6.82
CHEMBL463585	*	5.36
CHEMBL3212912	4.9	*
CHEMBL1398580	5.2	*
CHEMBL1513	4.8	*
CHEMBL1724190	4.8	*
CHEMBL1228	4.5	*
CHEMBL101	4.9	*
CHEMBL1533465	4.8	*
CHEMBL267865	4.15	*
CHEMBL319862	4.03	*
CHEMBL1354231	4.9	*
CHEMBL1309858	4.85	*
CHEMBL1223601	*	5.7
CHEMBL231334	4.92	*
CHEMBL1080046	5.72	5.6
CHEMBL103313	4.19	*
CHEMBL24510	4.6	*
CHEMBL330354	5.3	*
CHEMBL100917	4.29	*
CHEMBL1331284	5.4	*
CHEMBL191	4.7	*
CHEMBL1512025	5.4	*
CHEMBL1554278	5.5	*
CHEMBL633	5.2	5
CHEMBL3208933	5.5	*
CHEMBL1357044	5.4	*
CHEMBL1332204	4.8	*
CHEMBL1347738	4.8	*
CHEMBL1479131	5.15	*
CHEMBL1429119	4.8	*
CHEMBL1524760	5	*
CHEMBL50378	4.4	*
CHEMBL1555103	4.8	*
CHEMBL211501	5.2	*
CHEMBL1433958	5.3	*
CHEMBL1324697	4.9	*
CHEMBL1368895	4.8	*
CHEMBL1358462	4.8	*
CHEMBL1453542	4.7	*
CHEMBL1314582	5.1	*
CHEMBL551842	4.6	*
CHEMBL154533	4.9	*
CHEMBL3214365	5.45	*
CHEMBL1393830	4.6	*
CHEMBL1608410	5.5	*
CHEMBL2325207	*	5.7
CHEMBL1520593	5.4	*
CHEMBL1476267	5.4	*
CHEMBL1600187	5.4	*
CHEMBL1529205	5.4	*
CHEMBL1406971	5.5	*
CHEMBL1493908	5.3	*
CHEMBL1088804	*	4.56
CHEMBL3140084	*	8.75
CHEMBL3093965	*	7.4
CHEMBL9484	*	6.82
CHEMBL598270	*	7.3
CHEMBL1590590	5.4	*
CHEMBL1597873	5.3	*
CHEMBL1355849	5.5	*
CHEMBL1535470	5.5	*
CHEMBL1522015	5.5	*
CHEMBL3208837	4.75	*
CHEMBL1554844	5.5	*
CHEMBL321051	4.3	*
CHEMBL443605	5.9	*
CHEMBL1201038	5.3	*
CHEMBL3590462	*	7.92
CHEMBL1830424	6.48	*
CHEMBL1571634	5.5	*
CHEMBL1398019	5.4	*
CHEMBL1554590	5.5	*
CHEMBL3699341	4.66	*
CHEMBL1355952	5.4	*
CHEMBL15927	4.3	*
CHEMBL15712	4.9	*
CHEMBL1316265	5	*
CHEMBL76903	5	*
CHEMBL250711	5.5	*
CHEMBL280065	4.5	*
CHEMBL1322976	5.4	*
CHEMBL1474230	5.5	*
CHEMBL3590463	*	9.55
CHEMBL1078189	6.89	*
CHEMBL177809	5.5	*
CHEMBL1671885	*	7
CHEMBL75124	4.6	*
CHEMBL2325208	*	7.82
CHEMBL3590464	*	8.46
CHEMBL3590461	*	4.43
CHEMBL1337541	4.9	*
CHEMBL153062	4.5	*
CHEMBL1410	4.5	*
CHEMBL3590465	*	8.47
CHEMBL1078190	6.57	*
CHEMBL3590468	*	5.93
CHEMBL22373	5.1	*
CHEMBL1323529	4.4	*
CHEMBL3590466	*	7.77
CHEMBL1499919	4.85	*
CHEMBL1434441	6.3	*
CHEMBL3590467	*	6.97
CHEMBL2373633	4.6	*
CHEMBL448741	4.5	*
CHEMBL1435381	4.6	*
CHEMBL3392050	4.4	*
CHEMBL1517187	4.5	*
CHEMBL1323619	6.2	*
CHEMBL97450	4.4	*
CHEMBL1520837	5	*
CHEMBL1544773	5.2	*
CHEMBL1562104	4.9	*
CHEMBL404849	4.5	*
CHEMBL478501	4.45	*
CHEMBL3093956	*	5.93
CHEMBL3093984	*	6.61
CHEMBL3093986	*	7.31
CHEMBL3093953	*	6.75
CHEMBL3093955	*	6.62
CHEMBL3093972	*	6.62
CHEMBL3590459	*	5.48
CHEMBL3093964	*	5.39
CHEMBL3093971	*	5.29
CHEMBL3093969	*	6.06
CHEMBL3093967	*	5.45
CHEMBL3093978	*	5.72
CHEMBL3093976	*	6.12
CHEMBL3093974	*	5.36
CHEMBL3093987	*	6.01
CHEMBL3093982	*	5.61
CHEMBL3093950	*	6.08
CHEMBL533	*	7.7
CHEMBL182977	*	8
CHEMBL3093959	*	7.37
CHEMBL3093958	*	6.3
CHEMBL3093961	*	6.91
CHEMBL3093963	*	6.91
CHEMBL3093962	*	7.24
CHEMBL1397913	5.1	*
CHEMBL2018908	4.8	*
CHEMBL406256	5	*
CHEMBL259851	5	*
CHEMBL260316	4.8	*
CHEMBL407864	5.9	*
CHEMBL261134	5.4	*
CHEMBL437450	5.5	*
CHEMBL259359	5.7	*
CHEMBL406376	5.7	*
CHEMBL261782	5.5	*
CHEMBL258942	5.6	*
CHEMBL406255	5.5	*
CHEMBL258860	5.2	*
CHEMBL408501	5.4	*
CHEMBL406120	5	*
CHEMBL259807	5.6	*
CHEMBL261617	5.7	*
CHEMBL259331	6	*
CHEMBL258485	5.5	*
CHEMBL98572	4.9	*
CHEMBL63154	5.6	*
CHEMBL1360980	4.8	*
CHEMBL460499	4.7	*
CHEMBL12998	5.1	*
CHEMBL1459485	4.55	*
CHEMBL320105	4.11	*
CHEMBL1405973	4.6	*
CHEMBL2018907	5.27	*
CHEMBL1407848	6.1	*
CHEMBL205760	*	6.87
CHEMBL1393658	5.3	*
CHEMBL1522582	5.65	*
CHEMBL1432973	5.2	*
CHEMBL1308520	5.1	*
CHEMBL1359620	5.05	*
CHEMBL1503330	4.9	*
CHEMBL1555677	4.65	*
CHEMBL1571840	4.5	*
CHEMBL1326132	4.6	*
CHEMBL1309630	4.85	*
CHEMBL184074	6.2	*
CHEMBL2018904	4.58	*
CHEMBL513367	*	6.39
CHEMBL1575087	5.35	*
CHEMBL205280	5.64	*
CHEMBL1310142	4.85	*
CHEMBL512665	*	6.15
CHEMBL1741527	4.65	*
CHEMBL1585650	4.8	*
CHEMBL3093983	*	5.98
CHEMBL3093985	*	5.95
CHEMBL3093954	*	5.73
CHEMBL1256668	4.8	*
CHEMBL3093979	*	5
CHEMBL3093970	*	5.46
CHEMBL3093968	*	5.58
CHEMBL3093966	*	5.11
CHEMBL3093977	*	5.25
CHEMBL3093975	*	5.22
CHEMBL3093949	*	5.32
CHEMBL3093981	*	4.84
CHEMBL3093951	*	5.13
CHEMBL1463453	4.65	*
CHEMBL3093960	*	5.6
CHEMBL1440290	4.95	*
CHEMBL100415	*	6.72
CHEMBL494504	*	7.16
CHEMBL1301415	4.6	*
CHEMBL422330	*	5.09
CHEMBL1107	*	5.13
CHEMBL129529	4.4	*
CHEMBL184412	*	5.52
CHEMBL1603577	4.8	*
CHEMBL1370701	5.35	*
CHEMBL1526199	5.5	*
CHEMBL3189630	5.35	*
CHEMBL1398762	5	*
CHEMBL1366479	4.9	*
CHEMBL1423348	5.1	*
CHEMBL1587843	4.55	*
CHEMBL1598318	4.7	*
CHEMBL1351886	5.6	*
CHEMBL1414083	5.1	*
CHEMBL1333742	5.45	*
CHEMBL1312774	5.65	*
CHEMBL1733458	4.75	*
CHEMBL1447768	6.15	*
CHEMBL1741467	5.1	*
CHEMBL1601111	5.8	*
CHEMBL68131	5.5	*
CHEMBL2146802	*	7.8
CHEMBL2146807	*	7.1
CHEMBL2146806	*	7.3
CHEMBL2146810	*	8.4
CHEMBL1443376	5.1	*
CHEMBL259732	*	9.19
CHEMBL1201193	5	4.68
CHEMBL1467087	4.9	*
CHEMBL136906	5.5	*
CHEMBL1343091	4.45	*
CHEMBL1459301	4.9	*
CHEMBL1390189	4.5	*
CHEMBL1542526	5.2	*
CHEMBL1360026	4.85	*
CHEMBL1396822	5.5	*
CHEMBL1352774	5.35	*
CHEMBL259847	5.3	*
CHEMBL405760	5.1	*
CHEMBL428130	5.6	*
CHEMBL258512	5.3	*
CHEMBL406119	5.1	*
CHEMBL405081	5.6	*
CHEMBL405357	5.5	*
CHEMBL1741986	5.4	*
CHEMBL1499774	5.1	*
CHEMBL2048199	5.16	*
CHEMBL3785486	*	4.5
CHEMBL1404656	5.35	*
CHEMBL1442986	5.3	*
CHEMBL1461327	5.4	*
CHEMBL1304201	5.55	*
CHEMBL1741695	4.6	*
CHEMBL3208377	4.75	*
CHEMBL84567	4.8	*
CHEMBL187216	5.5	*
CHEMBL1374379	5.2	*
CHEMBL1561076	4.5	*
CHEMBL1593335	5	*
CHEMBL1355186	5.1	*
CHEMBL1552970	5	*
CHEMBL1473073	5.4	*
CHEMBL1417648	4.8	*
CHEMBL1592819	4.9	*
CHEMBL1435435	4.8	*
CHEMBL1485541	4.6	*
CHEMBL1485777	5.2	*
CHEMBL1592974	4.8	*
CHEMBL1455965	4.9	*
CHEMBL1475142	5.5	*
CHEMBL1587109	4.55	*
CHEMBL1493039	5.5	*
CHEMBL497171	7	5.8
CHEMBL1367733	4.85	*
CHEMBL1371898	4.85	*
CHEMBL1529076	4.95	*
CHEMBL3207490	5.15	*
CHEMBL3214392	4.75	*
CHEMBL148296	4.6	*
CHEMBL127516	4.8	*
CHEMBL1450327	5	*
CHEMBL1418947	4.6	*
CHEMBL288174	5.5	*
CHEMBL1397283	5.3	*
CHEMBL1229585	4.8	*
CHEMBL1544437	4.9	*
CHEMBL2069399	*	5.2
CHEMBL1565437	5.4	*
CHEMBL1498503	6	*
CHEMBL1484079	5.05	*
CHEMBL434317	4.57	*
CHEMBL151170	6.05	*
CHEMBL359116	5.12	*
CHEMBL149750	4.15	*
CHEMBL151646	4.53	*
CHEMBL151280	4.29	*
CHEMBL151037	4.03	*
CHEMBL151354	4.64	*
CHEMBL150999	4.35	*
CHEMBL358216	4.24	*
CHEMBL112532	6.46	*
CHEMBL358214	4.29	*
CHEMBL151207	5.04	*
CHEMBL358880	6.94	*
CHEMBL1367220	5.6	*
CHEMBL2440392	*	5.5
CHEMBL1556027	5.8	*
CHEMBL1602083	4.8	*
CHEMBL1201131	6.3	*
CHEMBL1534811	4.6	*
CHEMBL1371096	4.8	*
CHEMBL1256575	4.7	*
CHEMBL1580710	4.55	*
CHEMBL1328166	5.15	*
CHEMBL2018903	4.3	*
CHEMBL1496370	5.95	*
CHEMBL2441953	5.26	*
CHEMBL1669406	5.39	*
CHEMBL1474532	4.6	*
CHEMBL565638	*	4.9
CHEMBL1306876	4.8	*
CHEMBL3590460	*	5.92
CHEMBL45281	4.9	*
CHEMBL3197073	5.1	*
CHEMBL432608	6.1	*
CHEMBL1310543	5.15	*
CHEMBL1577056	4.85	*
CHEMBL1318307	4.8	*
CHEMBL31970	4.8	*
CHEMBL15564	4.4	*
CHEMBL589	6.5	*
CHEMBL1580538	5.1	*
CHEMBL1460606	4.8	*
CHEMBL1819141	*	5.18
CHEMBL524038	*	6.89
CHEMBL612083	4.9	*
CHEMBL1316368	5	*
CHEMBL1483392	4.6	*
CHEMBL1487381	4.8	*
CHEMBL3192412	4.85	*
CHEMBL3193269	5.5	*
CHEMBL1376258	4.75	*
CHEMBL1424743	5.2	*
CHEMBL1385123	5.5	*
CHEMBL1352421	5.1	*
CHEMBL1301946	4.65	*
CHEMBL487230	*	5.75
CHEMBL2407175	*	6.17
CHEMBL158507	5.6	*
CHEMBL273807	6	*
CHEMBL273094	5.6	*
CHEMBL278332	4.7	*
CHEMBL327708	5.5	*
CHEMBL1338358	5.5	*
CHEMBL1214176	*	6.16
CHEMBL1086756	*	6.27
CHEMBL1317946	4.6	*
CHEMBL1438226	4.9	*
CHEMBL1396917	4.8	*
CHEMBL1474509	5.1	*
CHEMBL1512083	5.1	*
CHEMBL1317294	4.9	*
CHEMBL1416646	4.5	*
CHEMBL1513562	4.8	*
CHEMBL1483739	4.8	*
CHEMBL1560109	4.7	*
CHEMBL1591429	4.8	*
CHEMBL1356512	4.7	*
CHEMBL1574219	4.6	*
CHEMBL1582419	5	*
CHEMBL1357347	5	*
CHEMBL1558938	4.7	*
CHEMBL1516118	4.6	*
CHEMBL1333711	4.8	*
CHEMBL1321561	5.5	*
CHEMBL1434198	4.9	*
CHEMBL1477870	5.4	*
CHEMBL1487121	4.9	*
CHEMBL1513614	6.2	*
CHEMBL1568825	4.8	*
CHEMBL1553123	4.8	*
CHEMBL1551068	4.8	*
CHEMBL1556608	4.8	*
CHEMBL1435252	4.8	*
CHEMBL1556803	4.8	*
CHEMBL1518075	4.6	*
CHEMBL1357148	5	*
CHEMBL1434646	4.8	*
CHEMBL1513278	4.7	*
CHEMBL1566283	4.8	*
CHEMBL1512277	5	*
CHEMBL1472995	5.3	*
CHEMBL1515555	5	*
CHEMBL1612347	4.8	*
CHEMBL1445084	4.8	*
CHEMBL1412232	5.1	*
CHEMBL1554683	4.7	*
CHEMBL1399438	5	*
CHEMBL1553768	4.9	*
CHEMBL1435033	5.5	*
CHEMBL1317978	5.3	*
CHEMBL531	4.9	6.92
CHEMBL1302090	4.75	*
CHEMBL3394730	5.24	*
CHEMBL3127506	5.52	*
CHEMBL3127507	5.82	*
CHEMBL1318657	4.9	*
CHEMBL1366453	5.7	*
CHEMBL330274	4.9	*
CHEMBL1499815	4.9	*
CHEMBL3702795	5.16	*
CHEMBL70565	4.9	*
CHEMBL1626274	5	*
CHEMBL1378642	4.8	*
CHEMBL1373998	5.2	*
CHEMBL2181207	*	7.66
CHEMBL1501081	5.15	*
CHEMBL1736877	8.25	*
CHEMBL1302767	5.5	*
CHEMBL1338884	4.85	*
CHEMBL1468406	4.8	*
CHEMBL1448803	5.2	*
CHEMBL1490544	4.8	*
CHEMBL1426363	4.55	*
CHEMBL1363867	4.85	*
CHEMBL1682895	5.47	*
CHEMBL1230065	4.75	*
CHEMBL1742228	4.65	*
CHEMBL1611188	5.85	*
CHEMBL1439148	5.15	*
CHEMBL3221108	*	5.89
CHEMBL1399249	5.9	*
CHEMBL498	4.8	*
CHEMBL1433886	5.4	*
CHEMBL1594487	5.4	*
CHEMBL1316213	5.3	*
CHEMBL1516648	5.5	*
CHEMBL1358664	5.4	*
CHEMBL1355515	5.4	*
CHEMBL1449726	5.5	*
CHEMBL1483801	5.4	*
CHEMBL1397799	5.5	*
CHEMBL1366766	5.3	*
CHEMBL1593499	5.4	*
CHEMBL1476331	5.5	*
CHEMBL1473442	5.4	*
CHEMBL1324656	5.5	*
CHEMBL1317214	5.5	*
CHEMBL2373584	5.5	*
CHEMBL1322675	5.3	*
CHEMBL1566684	5.2	*
CHEMBL559593	*	6.32
CHEMBL407944	6.4	*
CHEMBL1264	*	4.4
CHEMBL631	*	5.54
CHEMBL570296	*	5.38
CHEMBL565833	*	5.29
CHEMBL1784520	*	5.05
CHEMBL1823051	*	5.85
CHEMBL1566217	4.8	*
CHEMBL111545	5	*
CHEMBL1441353	5.55	*
CHEMBL351772	5.9	*
CHEMBL1485818	5.05	*
CHEMBL1380396	6.35	*
CHEMBL1196	5.9	*
CHEMBL1300546	4.75	*
CHEMBL1600871	4.85	*
CHEMBL1570196	5.6	*
CHEMBL1546137	5.05	*
CHEMBL1309557	5	*
CHEMBL3218913	*	5.14
CHEMBL1451950	4.55	*
CHEMBL213754	*	5.23
CHEMBL1951454	5.28	*
CHEMBL1951453	5.33	6
CHEMBL590036	*	6.64
CHEMBL590280	*	6.5
CHEMBL589069	*	7.27
CHEMBL591501	*	5.75
CHEMBL591477	*	6.17
CHEMBL567252	*	5.35
CHEMBL2070141	5.54	*
CHEMBL2070142	4.7	*
CHEMBL2070140	5.22	*
CHEMBL2070143	5	*
CHEMBL2070139	4.96	*
CHEMBL1950487	*	4.89
CHEMBL1950346	*	5.7
CHEMBL1524497	4.85	*
CHEMBL1361427	4.95	*
CHEMBL1501148	4.8	*
CHEMBL1306504	4.85	*
CHEMBL1506736	5.15	*
CHEMBL2018905	4.57	*
CHEMBL1741610	4.55	*
CHEMBL456019	*	6.61
CHEMBL563117	*	5.3
CHEMBL1445323	5.1	*
CHEMBL1200709	4.9	*
CHEMBL1400275	5.2	*
CHEMBL1741421	5.15	*
CHEMBL1742168	5.45	*
CHEMBL1517418	4.4	*
CHEMBL210780	5.77	*
CHEMBL207942	5.64	*
CHEMBL1939753	*	4.89
CHEMBL1939741	*	4.55
CHEMBL1939751	*	4.77
CHEMBL1938410	*	4.82
CHEMBL1939742	*	4.75
CHEMBL1939744	*	4.89
CHEMBL1946019	*	4.92
CHEMBL2333621	*	5.22
CHEMBL2059126	6.96	*
CHEMBL2057788	7.43	*
CHEMBL2057525	6.85	*
CHEMBL2057523	7.59	*
CHEMBL2058900	7.64	*
CHEMBL2058903	7.36	*
CHEMBL2058906	7.66	*
CHEMBL2058907	6.7	*
CHEMBL2058910	7.51	*
CHEMBL2058665	7.66	*
CHEMBL2057794	7.16	*
CHEMBL2057520	7.1	*
CHEMBL2058908	6.39	*
CHEMBL2059121	6.85	*
CHEMBL2058909	6.85	*
CHEMBL1080418	5.88	*
CHEMBL1080417	5.75	*
CHEMBL1081874	6.96	*
CHEMBL2057521	7.22	*
CHEMBL1080419	6.87	*
CHEMBL1078218	5.52	*
CHEMBL1080603	6.13	*
CHEMBL1079712	6.46	*
CHEMBL1081147	6.96	*
CHEMBL1080964	6.82	*
CHEMBL1081693	6.56	*
CHEMBL1489263	4.85	*
CHEMBL1608942	5.15	*
CHEMBL2448696	5.23	*
CHEMBL2448700	4.79	*
CHEMBL1323854	5.65	*
CHEMBL212689	*	5.14
CHEMBL1951908	*	5.92
CHEMBL1951916	*	5.4
CHEMBL1952100	*	5.19
CHEMBL1951915	*	4.85
CHEMBL1951914	5.05	4.62
CHEMBL1951918	*	5.1
CHEMBL1951917	*	5.1
CHEMBL1951912	*	4.46
CHEMBL1951911	*	4.5
CHEMBL1951906	*	4.6
CHEMBL1951898	*	5.5
CHEMBL1951899	*	5.24
CHEMBL2010830	*	5.6
CHEMBL1951894	*	5.5
CHEMBL1951893	*	4.89
CHEMBL1951896	*	4.6
CHEMBL1502500	5.2	*
CHEMBL1518970	4.9	*
CHEMBL1723524	5.15	*
CHEMBL1081514	7.06	*
CHEMBL1078122	7.04	*
CHEMBL1078123	6.52	*
CHEMBL1081515	7.18	*
CHEMBL1078121	6.87	*
CHEMBL461012	6.16	*
CHEMBL467633	5.7	*
CHEMBL517440	5.4	*
CHEMBL512127	5.52	*
CHEMBL520276	5.4	*
CHEMBL3121151	*	5.04
CHEMBL237146	5.57	*
CHEMBL208155	6.24	*
CHEMBL205862	6	*
CHEMBL2441848	5.02	*
CHEMBL1348414	5.15	*
CHEMBL1533148	4.95	*
CHEMBL562898	*	5.46
CHEMBL562478	*	5.37
CHEMBL559414	*	6.38
CHEMBL561339	*	4.25
CHEMBL25230	4.9	*
CHEMBL13470	5.3	*
CHEMBL153648	5.6	*
CHEMBL1360454	5.7	*
CHEMBL1939737	*	4.96
CHEMBL1939740	*	4.7
CHEMBL1939735	*	4.96
CHEMBL1939736	*	4.85
CHEMBL550471	*	4.73
CHEMBL556648	*	5.6
CHEMBL1946021	*	5.89
CHEMBL1946024	*	6.05
CHEMBL1946020	*	5.52
CHEMBL1946023	*	5.96
CHEMBL1946022	*	5.33
CHEMBL1946016	*	5.41
CHEMBL1946017	*	5.89
CHEMBL1946620	*	4.8
CHEMBL339457	*	5.52
CHEMBL1946619	*	4.48
CHEMBL563700	*	4.9
CHEMBL563893	*	4.93
CHEMBL494275	*	6.12
CHEMBL494472	*	5.74
CHEMBL494274	*	4.32
CHEMBL556439	*	5.19
CHEMBL523507	*	4.74
CHEMBL495094	*	4.22
CHEMBL494479	*	4.7
CHEMBL494480	*	4.11
CHEMBL494462	*	5.1
CHEMBL557121	*	5.29
CHEMBL557257	*	5.35
CHEMBL562873	*	5.42
CHEMBL557458	*	4.68
CHEMBL557054	*	4.36
CHEMBL561138	*	4.15
CHEMBL550472	*	5.9
CHEMBL523204	*	6.52
CHEMBL1951338	7.33	*
CHEMBL493454	*	5.19
CHEMBL561463	*	4.8
CHEMBL3190392	5.55	*
CHEMBL1375365	5.4	*
CHEMBL550669	*	5.29
CHEMBL2441847	5.08	*
CHEMBL1446854	4.6	*
CHEMBL1549864	6.05	*
CHEMBL2441846	5.18	*
CHEMBL1582012	4.85	*
CHEMBL1342307	5.1	*
CHEMBL1497592	4.6	*
CHEMBL1433815	5.2	*
CHEMBL189438	5.3	*
CHEMBL1315160	5	*
CHEMBL1317339	4.9	*
CHEMBL1396309	5	*
CHEMBL1490322	5.2	*
CHEMBL1597690	4.9	*
CHEMBL1590545	5	*
CHEMBL1332235	5.5	*
CHEMBL1513308	5.1	*
CHEMBL1395450	5.4	*
CHEMBL1513944	5	*
CHEMBL1562093	5.6	*
CHEMBL1608470	5.3	*
CHEMBL1449782	5.5	*
CHEMBL1315455	5.3	*
CHEMBL1491242	5.9	*
CHEMBL1593523	5.7	*
CHEMBL1611302	5.9	*
CHEMBL1473171	5.6	*
CHEMBL1375363	5	*
CHEMBL1375862	5	*
CHEMBL1553626	5.1	*
CHEMBL1398886	5	*
CHEMBL1319237	5	*
CHEMBL1448591	5.5	*
CHEMBL1359151	5.6	*
CHEMBL1592589	5.9	*
CHEMBL1606176	5.7	*
CHEMBL1397937	5.7	*
CHEMBL1535045	5.1	*
CHEMBL2374036	5.2	*
CHEMBL1435873	5.3	*
CHEMBL1516346	5.2	*
CHEMBL1452888	5.4	*
CHEMBL1447659	5.7	*
CHEMBL1441255	5.3	*
CHEMBL1515290	5.7	*
CHEMBL1317353	5.2	*
CHEMBL1375573	5.6	*
CHEMBL1593602	5.2	*
CHEMBL1526849	5.3	*
CHEMBL538146	5	*
CHEMBL964	4.8	*
CHEMBL2413881	8.22	*
CHEMBL1473429	4.9	*
CHEMBL1822443	*	5.03
CHEMBL2333618	*	4.85
CHEMBL1561718	4.95	*
CHEMBL3209977	5.9	*
CHEMBL192509	5.2	*
CHEMBL3195611	4.95	*
CHEMBL3190647	4.85	*
CHEMBL1423338	5.2	*
CHEMBL1477076	5.25	*
CHEMBL1452158	4.6	*
CHEMBL181350	*	5.22
